"","team1Win","SeedDiff","ORtg1","DRtg1","eFG1","eFGAllowed1","tov1","tovForced1","FT1","FTAllowed1","Rebs1","RebAllowed1","Steals1","StealsAllowed1","Blocks1","BlocksAllowed1","Ast1","AstAllowed1","fgaMin1","fgaMax1","fgaAllowedMin1","fgaAllowedMax1","fgaRange1","fgaAllowedRange1","finalWinPerc1","avgFinishRank1","sdFinishRank1","avgStartRank1","avgFinalRank1","avgRise1","ORtg2","DRtg2","eFG2","eFGAllowed2","tov2","tovForced2","FT2","FTAllowed2","Rebs2","RebAllowed2","Steals2","StealsAllowed2","Blocks2","BlocksAllowed2","Ast2","AstAllowed2","fgaMin2","fgaMax2","fgaAllowedMin2","fgaAllowedMax2","fgaRange2","fgaAllowedRange2","finalWinPerc2","avgFinishRank2","sdFinishRank2","avgStartRank2","avgFinalRank2","avgRise2","sdScore1","sdFGM1","sdFGA1","sdFGM31","sdFGA31","sdFTM1","sdFTA1","sdOR1","sdDR1","sdAst1","sdTO1","sdStl1","sdBlk1","sdPF1","sdScore2","sdFGM2","sdFGA2","sdFGM32","sdFGA32","sdFTM2","sdFTA2","sdOR2","sdDR2","sdAst2","sdTO2","sdStl2","sdBlk2","sdPF2","effRtg","eFgRtg","tovEff","ftEff","rebEff","stlEff","blkEff","defMetric","astEff","paceDiff","sdRankDiff","rankRiseDiff","logRankDiff"
"1",1,-3,6.19677911386325,-1.31887249358635,1.81438722611435,-1.71831004915624,-0.422638889854149,0.0716353453986815,0.231353874549715,-0.581176017969315,3.72422424597506,-1.10721697914857,0.0791064075920433,0.0181028003411176,0.127602005260968,-0.113602579861944,1.95976397843255,0.568330796938636,42,71,43,71,29,28,0.75,53.5833333333333,5.01739398734467,36.5,43.5,-7,1.63609019110567,0.284557517433175,0.407831754456449,-0.571187535960625,0.662512245605051,0.468109556961723,0.699404610137215,-0.116541610214264,1.62733834775495,0.565918482866517,0.0329309654882429,0.00830180299715977,0.330586818839802,0.0555535124920519,1.54566149610888,-0.486049210999858,37,68,43,77,31,34,0.666666666666667,143.416666666667,12.1015275770032,220.25,151.5,68.75,16.5944267752761,6.2663422707785,7.87376733979435,2.67812406076501,4.14852109464653,6.60334511188584,9.14384210738836,4.0734264483728,5.66605388843653,5.3289517986868,3.55982422106043,3.80888116873916,1.79012442431957,3.862945571044,11.0123897167112,4.02713335144281,7.3007627247868,2.0934602354895,4.88038746598893,7.78523271873413,10.0717125623895,3.85902130786362,5.09307313312836,3.67526539961072,2.93715745907398,2.8617117149346,2.31881304537342,4.32115129159446,6.1641189337771,2.55367798485352,-0.688676923896158,-0.00341632783245018,3.7700213602352,0.0363744447598426,-0.0338287212248384,-0.686131200361154,-0.640277525614827,-2,-1.23877097845128,-5.64581066482391,-1.24782468685479
"2",0,8,2.21678535589817,-4.71148310614152,-1.47215528336501,-0.455681219187871,-1.19632668681253,2.61612125282412,0.510610977227069,-0.409955892068638,-0.111168130561873,0.491274720699358,0.309988063895951,-0.0584406262195612,0.0605659418173812,0.106921096986147,-0.157296873179045,-1.8217758255415,48,71,39,65,23,26,1,46.5,10.6911178087233,59.6666666666667,43.3333333333333,16.3333333333333,10.9350056459077,-2.84714539190609,4.53971281659791,-0.687601364766534,-0.513550437532233,0.448016758590785,3.32793790136226,-0.528333103511394,1.25786360774921,-2.778580688911,0.0301160470904236,0.0229609334047574,0.0323866710591826,0.134499154862825,1.15442875572115,-2.19134681012343,42,67,42,71,25,29,0.8,15.8181818181818,4.04519917477945,38.4,13.4,25,9.22452168713946,3.71548285344242,5.39425983946697,2.18975087913122,3.88068483582588,5.70587775878676,7.62676588943595,4.00767979337212,4.13066442498061,3.60184147792286,3.07496938523664,3.85348882366123,1.74996816879632,3.42125577636984,12.5754540854215,4.64680568028221,6.07497350037867,3.06124355796989,4.93096278016717,7.76989138413222,9.3679013528952,3.71447822511433,4.80076540614603,5.45452967169434,2.91580073725794,3.59713690862524,2.043559728424,3.63172052055137,-6.85388257577414,-6.24378824554158,-2.85088074351363,-2.93570413557795,-4.63888714792144,0.361273576429846,0.0557573286348762,-2.43384983844891,-1.68129661348212,-2,1.25845943088394,-0.958548115672619,1.17366745483061
"3",1,-7,9.17300176657892,-5.5965542390241,2.24285987879086,-3.47937832810377,-0.0795817571491016,1.70179119503289,1.30475134173246,0.725349647964044,1.91979782781437,0.824208081271914,0.157525035929864,-0.0301375829352858,0.377934448305945,-0.0590279532106221,2.00780442157917,-1.53351547595497,47,73,43,71,26,28,0.8,14.25,5.28474894659826,28.25,12,16.25,6.76716162804166,-3.40877325667725,2.07583665761794,-1.39082149325164,-0.943891640752017,-0.189914844782211,2.15976225860143,-0.422072554711418,3.09400387480927,-1.02609785303171,-0.0323055752221972,-0.0903999831800213,0.353667124221124,-0.0819825046654684,0.737428671326058,-0.766987354819397,51,69,42,65,18,23,1,33.5,6.60807586719967,87,33,54,7.17044786471843,3.84319675404767,7.2323199329747,2,4.04610525591407,5.13016065899468,5.61679509122188,3.13924174119761,4.67221971837522,3.99785728900192,4.18895918245309,3.14293241950068,2.73695586726473,3.89154894942958,9.77946476216785,4.04017184111606,5.78156006468922,2.38867057721168,4.11179967310229,5.88012432427798,6.9378190617321,4.1155717749157,4.75418750688009,3.74794963103583,3.61033000688589,2.1131770492269,2.2306640421555,3.37485631878067,4.59362112088411,2.25558005602506,-1.02739615621219,-2.00243311954443,-3.02451198129853,0.129568210907326,0.00131277262997495,-0.896515172674887,2.03690387138869,8,-0.2717596155113,-3.31734035420026,-1.01160091167848
"4",1,-5,5.87388386445842,-5.90554662466714,2.40810910010486,-0.291427635436971,-2.00139053508128,-0.656304675621771,-0.0240747151360821,-2.99104287056584,-1.46082230018639,-3.76902265764337,-0.0749842346546135,-0.117207872855184,-0.212360134637789,-0.28676339893149,1.91395672705054,-0.995100893247691,44,69,43,66,25,23,0.833333333333333,14.1111111111111,4.56184803740106,14.1666666666667,11.8333333333333,2.33333333333333,4.15026181526731,-3.11060961053504,0.790169257705189,-3.06148547510473,-0.0344771706797543,-0.291965819599816,1.30563246686344,0.0594613537959681,5.98416978582168,-0.938626722883476,-0.0138066821176912,0.0393371022612401,0.487912253144907,-0.0422339581710746,0.4156340309262,-1.0341534585552,45,78,46,70,33,24,0.4,35.4285714285714,8.10236703984408,53.3333333333333,34,19.3333333333333,11.1465784939241,4.6966703228151,6.15657446076218,3.41980639182626,5.59067811791931,5.07743075091163,5.91864030249373,3.63250268514364,4.62290083402317,4.48440057140846,2.56099826653829,2.7243987382262,2.0174428759139,2.86237345889418,10.0397882689252,3.77290981668638,7.88638546848781,2.49696785819291,4.78119739028295,5.60150818435481,7.75818238631923,4.50651884731576,5.32966256251773,3.50918707671648,3.03951252072374,2.43708718337977,2.83945417290014,4.73642398030541,4.5185590633232,-1.1521179972681,-1.60257450837957,1.72079704236229,-4.61459615124817,0.0953674225795015,-0.45574294702228,-1.96295003282235,1.45927013081683,-8,-0.710617392311738,-2.86944342110569,-1.0554401168029
"5",0,7,7.14736732492401,1.60549405408944,0.557478966197605,-0.846662855997339,-1.39107826760516,-1.57381926450003,1.76362848757361,-1.30655617436306,2.46770571571537,0.285526597972966,-0.115035445481003,-0.0810128873140538,-0.227979933446882,-0.071594787748626,-0.326711189666211,-1.18012636463318,46,86,55,74,40,19,1,81,14.4032824541681,126.25,81.25,45,4.52981507542494,-7.09143342662409,2.76171582462535,-2.02986284186753,-0.693853266403809,-0.190751548652912,0.0949914855068193,-1.66433040271938,2.19099939944917,-3.81909403642618,0.00644447378705373,-0.088357379699524,0.152256989062085,-0.245294093110833,1.60496030778924,-1.85833181132897,45,74,47,71,29,24,0.5,16.3888888888889,2.06194907476594,46.5,17.3333333333333,29.1666666666667,12.901438928925,5.24141333927248,7.45137494062318,3.60730421203437,5.26853596973275,5.47680584819752,6.67134893044309,3.29419552211629,4.24060828427829,3.98618303297952,4.31796567682131,2.17720689991959,1.45467933030719,4.23192573213411,10.7236172881139,4.90514871038256,6.56450622175681,3.15206025814351,5.2224700619905,4.99314045595587,6.20670488132559,3.58522393235922,4.3355944266338,4.17365006184151,3.63173734306768,2.30685339383437,1.84914976102794,3.58255180274547,-6.07937523121447,-3.38743684429794,0.685842714645773,1.31086277371047,-3.82791431813295,-0.128824411653527,-0.553936227871175,0.0030820751210705,-2.60987694415125,11,2.3592168275924,1.30758668382615,1.54489939129653
"6",0,8,6.61797591399855,-3.35002824394214,0.957742293897005,-1.7251128696177,-0.72954441889299,-0.638842602910638,1.66758030795877,-0.453252827745813,-0.44544539720043,0.139336902804751,0.0171165608555375,-0.0194949366627821,0.327900694750368,-0.0585551507895751,1.89092487149097,-0.769692766874753,40,64,42,72,24,30,0,19.1111111111111,3.82244831372657,20.3333333333333,23,-2.66666666666667,8.22387842426673,-8.81097990140179,1.56175012595413,-3.11429504179138,-1.17758462858406,-0.148045082005306,0.786341576870095,-2.25943993281562,4.25877595842662,-3.23991130821357,0.118974947757909,-0.0539562271885023,0.361729446300144,-0.254615147309988,1.24566327280574,-1.06511497432307,38,74,44,71,36,27,0.666666666666667,6.77777777777778,1.30170827931778,8,6.66666666666667,1.33333333333333,11.9428235557074,4.47983989861707,6.34487756102258,3.60395695689147,6.31628073306203,8.31899916615195,9.87327753055703,3.61494344242811,5.03367967142157,4.85656328040228,4.45152692387938,3.12369512986908,2.63574020661779,4.35612925301414,12.3838543468844,5.21107503595017,7.6912484701967,2.53759609461276,4.33799283288733,5.84182282677196,7.8703990888761,4.20520060415816,4.11896942097281,4.15604707296817,4.1418960670571,4.06295160660027,2.42071239201366,4.17196632660225,-7.06685416772783,-1.9931900042308,0.938837730596403,-0.924948373981135,-8.08346956664537,-0.136319677428092,-0.229888748070188,0.572629305098123,0.349839391236911,-12,0.814183952185128,0.478292623476201,1.23837423104327
"7",1,-15,16.2322015495153,-4.52054520911356,5.60955866657661,-3.28411646079194,-0.547164263840908,1.45835254274183,2.69323626020562,-1.80069030420187,5.83653535594569,-1.82117287701107,0.17479917587964,0.064813456725536,0.366648846054509,0.0424492159612799,4.50084049373602,-1.03687040549203,49,76,43,73,27,30,0.666666666666667,5.66666666666667,3.61478445646026,4.33333333333333,5.66666666666667,-1.33333333333333,-4.15024418717238,-2.74875704541196,-0.248299075130202,0.623760292153747,-0.462430525566555,0.32893983450542,-2.55124542765678,-2.33645019299128,-4.84875011751097,-1.16700515479963,0.10294184795466,0.0256605697820534,-0.149407651211512,-0.130843043900168,0.358649494459018,1.03983739737937,37,61,40,74,24,34,0.8,190.5,4.94974746830583,123,187,-64,11.1145790785208,4.39858995393839,6.90681546168326,2.14700388179649,4.54458993559479,5.76400101187397,7.62162230497647,3.89341049419302,5.80767210321545,4.40304545390599,4.43772516438108,2.18832585632852,1.84419888263619,4.09381952322889,11.5529764289475,4.73201373867284,5.99856304632115,2.600839828996,3.88098814292407,6.47266577994342,8.86948792726807,2.78769875844147,4.27892456141714,4.56888527363931,3.92589399731589,3.70771175211634,2.22447204119741,3.73566224567922,22.1542339003893,9.7657344946525,-1.21414644651076,4.70872179907299,11.3394531956681,0.0327044409814967,0.342764237404573,-0.838677768124691,6.21889880214839,3,-0.323544142532573,-6.84529946162075,-3.49650756146648
"8",1,-11,4.64733541807127,-7.8883952089995,0.950230719083871,-3.68405868946172,-1.03490131122594,0.382161943363308,-0.0481629346127709,-0.86065858425314,2.96114623518133,-0.541401600515973,0.155116574866098,-0.102966999772937,0.367873467711504,-0.176717181134873,1.61457750011437,-1.33129018393169,39,72,38,72,33,34,0.5,10.6666666666667,2.87518115371304,14,10.6666666666667,3.33333333333333,8.92991329701672,6.05986910472687,3.10309018727397,0.137010891327493,1.22165763673621,-0.0164951492993501,0.865155744158107,0.497135607124375,1.55797829760938,-0.216735896120956,-0.0521753581825019,-0.00675695214817731,-0.18527747047575,-0.0191099355208539,3.01890436552269,0.134042746277186,37,79,48,83,42,35,0.833333333333333,138,4.24264068711928,140,141,-1,12.4095111806201,4.81261782428032,7.9026332891781,3.56492206855055,6.46079991052741,5.41717326001599,7.03898991562412,4.08466348754112,4.71741796516532,4.82224348805248,2.48868406735302,3.2761048370322,2.87771610830533,4.38794168808845,9.0044231962283,3.83623954817315,7.79552187414817,2.76790359705331,4.09550796408345,5.81355132705114,7.11087309189471,4.28001733490611,5.59233346183747,3.7415226760617,3.90564108157221,2.87771610830533,1.28891051767787,3.96761080297337,9.66568643478093,1.66821011259912,-2.65521604062481,0.444475512606637,1.72783364196697,0.303501980673359,0.710758183801273,-1.64095587615018,0.0610060648005493,-9,-0.36413122965163,0.825741858350554,-2.58163627624655
"9",1,3,2.56216443357571,-4.92263669250406,2.54999627639674,-1.82915610916773,0.510089734075945,0.763265321697414,-0.546154929402558,-1.96386778848549,0.477147857692048,-2.27365069873154,0.106355085575066,0.0473288542787701,0.397260380033092,-0.210383232151591,0.665800388799151,-1.16002529484209,42,70,46,69,28,23,0.4,47,1.4142135623731,52,39.6666666666667,12.3333333333333,1.35852080266007,-9.24135654431308,0.044571333941769,-3.38719889192462,-1.30821139787922,0.585436936284001,-0.113554614709543,-0.547644303196174,0.135580833171409,0.0568209404296004,0.0436778271071923,-0.0861451407327881,0.460379502322119,-0.118542669663569,0.231039670195986,-1.76487112125047,43,75,39,70,32,31,0.6,19.6,4.33589667773576,12,22.3333333333333,-10.3333333333333,14.4134754955933,5.92568925134016,6.04665766895375,2.48420296429581,5.66497608317886,6.31873696094474,8.43201343539683,3.18328970301689,5.56889968289616,5.0555534503806,4.69298816651337,3.28511096052911,2.59287263585143,3.92589399731589,10.3902900863651,4.50915871480157,6.71627682456854,3.06457592755728,4.63468397698295,6.39388562605047,7.82521502246317,3.63582340366802,3.77703717908849,4.89897948556636,2.96323947350529,3.52925842417788,2.09738284019039,4.21439007969627,-3.11507622089338,0.947382159698085,1.64047274654176,0.983623170596298,2.67203866368178,-0.0707967365436847,0.0287214401989955,1.59839745019707,-0.170085107805218,-4,-0.893074488848151,0.297334330619928,0.574430873720563
"10",0,-1,12.9720232807623,-2.54505340041324,1.66905009410953,-2.55524945257249,-0.202431017264524,1.36716510582993,2.02915341265365,-2.02985186451973,6.20599441170453,0.125252229968802,0.153360037340304,-0.0819714581757067,0.258579847878526,-0.218084064664356,3.29051977805824,0.700865535570018,50,88,52,77,38,25,0.8,1.125,0.353553390593274,3,1.25,1.75,11.2192297658946,-5.28119491406673,4.57131602664958,-2.19169480745783,0.168700209262204,1.93908700863059,1.57597482488067,-2.34094993891514,4.81713517013418,-2.00863053170395,0.292230054725793,-0.00514250186598246,0.368847286647996,0.111360441715835,2.64148669485848,-1.75526306633688,49,72,48,75,23,27,0.8,4.5,1.19522860933439,34.5,4,30.5,10.3793139816733,3.9351556176916,7.25134543253944,2.60316250481122,4.89087261341316,5.08069798979353,6.26572096883186,3.39992997126762,4.28791830452067,4.33943404497497,4.45850949066018,3.64622730297681,2.00660285718301,2.98917801162547,12.191951368051,5.37993291416534,6.50808515723274,2.10745802101604,4.71046767817448,5.62588434938399,7.91216145250934,4.76445169982864,4.77312880830694,5.3364933167334,3.82685609687729,4.01491472261679,2.50998007960223,4.00129289450125,-0.98334799878583,-2.53871128742538,0.200790676273933,0.142080513377564,-0.745023520102408,-0.0620410610757649,0.219177067610722,0.35792668280889,-1.80709551870714,15,-0.498661556427733,-4.19980485306134,-1.16315080980568
